question,answer
"היא אמרה שהיא צריכה מקום אחרי שלושה ימי היכרויות, והיא קיבלה חבר כעבור שבוע. אני עדיין ממש מתגעגעת אליה, והיא אמרה לי שהיא עדיין אוהבת אותי.","בהתחשב בפרק הזמן הקצר שאתה מכיר את החברה הזו, אין היסטוריה עליה לפסוק את הסבירות מה היא תעשה בהמשך. בהחלט היא מבלבלת בכך שהיא אומרת לך שהיא אוהבת אותך והיא עם מישהו חדש.  ולא נותנת לך שום הסבר מדוע היא קיבלה את החלטתה. הייתי מציעה שתי אפשרויות. דובר איתה ושאל אותה אם היא שוקלת לפתוח את מערכת היחסים שלך איתה. או פשוט חכה ותראה מה היא עושה כשאתה פונה אליה דרך ידידותית. תשומת לב לרמת שביעות הרצון שלך מישהו שמתעניין בך כמו שאתה נמצא בהם!"
"היא אמרה שהיא צריכה מקום אחרי שלושה ימי היכרויות, והיא קיבלה חבר כעבור שבוע. אני עדיין ממש מתגעגעת אליה, והיא אמרה לי שהיא עדיין אוהבת אותי.","זה נשמע כאילו החברתי לשעבר שלך מנסה להבין איזה סוג מערכת יחסים היא מחפשת איתך. יש המון רמות של מערכות יחסים, החל ממכר בסיסי, למכר ידידותי יותר, לחבר, חבר קרוב, חבר הכי טוב, בן זוג רומנטי מוקדם, בן זוג רומנטי מחויב, ועוד הרבה. אם היא מוכנה לנהל שיחה עם אתה על רגשותיה, יכול להיות מועיל שתסביר לך את רגשותיה תוך כדי האזנה ככתב חקירה ושאלת שאלות שלא ניתן לענות על כן או לא, אבל הם מה שמכונה שאלות פתוחות, שמבקשות ממנה לספק מידע נוסף. במהלך תהליך זה, יהיה לך מועיל לנסות לחשוב על זה כאל להיות אישי, אלא רק להקשיב ולנסות להבין את החוויה מנקודת המבט שלה. אחרי שעשית זאת במשך חמש דקות (זו הערכה גסה, אבל בעיקרון עד שתוכל לשחזר את מה שהיא אומרת והיא אומרת שיש לך את זה נכון), אתה יכול לעבור כדי שהיא שואלת אותך שאלות על איך אתה מרגיש. המטרה היא לא בהכרח לשנות את התוצאה, אלא ללמוד יותר על עצמכם ועל זה. אז יתכן שיש לכם מושג היכן אתם עומדים בעיני זה של זה."
"החברתי לשעבר שלי אומרת שהיא משועממת ורוצה לחוות את החיים רווקים. התייחסתי אליה ממש רע וגרמתי למריבות חסרות משמעות כשהיא לא עשתה כלום, אני מרגישה חרטה, ואני מוכן לעשות כל מה שצריך כדי להחזיר אותה. היא אומללה. כשהתקשרתי אליה היא בכתה ואמרה שהיא תשלח לי הודעה כשהיא מוכנה.","האם היית מרוצה מהדרכים שהיא סיפקה אותך? מערכת יחסים שמחה ביותר אם כל בן זוג מתרכז באושרו של האחר. השבתה למישהו שהתייחס אליו בצורה לא טובה כדי לתאר את עצמם כמשועממים, במקום לומר שהם מרגישים פגועים. האם אתה יכול להיות שאתה להיות ביקורת עצמית לגבי ההתנהגויות שלך כלפי חברתך לשעבר? או שהיא לא מודעת לרגשותיה או לא להיות אמיתית לגמרי איתך על כך שהיא מרגישה מטופלת קשה. מכיוון שהיא מציגה מחסום לתקשורת איתך, עדיף שתכבד את זה מאשר ליצור איתה טלפון שוב. לשקול בעוד כמה שבועות, אז לכל אחד מכם יש זמן לחשוב על האושר שלכם עם האדם האחר, לכתוב לה דוא""ל שקובע את העניין שלכם לפתוח מחדש את הקשר. מי יודע, אתם עשויים אפילו להחליט בסוף כמה שבועות, כי אתם ' שוב בסדר בלי הספציפית הזו מערכת יחסים. תלוי בתגובתה להודעת הדוא""ל שלך, תדע האם וכמה סיכוי יש שהקשר יפנה את בעיות העבר ולהמשיך."
ארוסתי ואני נפרדנו. הוא רימה אותי פעמים רבות. המשכתי לסלוח אבל שאלתי את כל מהלך שלו. הוא התעייף ועזב.,"רמאות בך מראה על חוסר מחויבות, בנוסף לפגיעה הרגשית שהוא יוצר. ככל הנראה לא סלחת לו כי אם היית עושה זאת, אז לא היית שואל שאלות על כל מהלך שלו. יכול להיות שהיית פתוח סלח לו.   על מנת שהסליחה תהיה אפקטיבית, האדם שעשה את הפציעה חייב להראות תחילה הבנה ואמפתיה לכאב הגדול שהאדם גרם לך. ממה שאתה כותב, נראה כי ארוסך לא היה עניין רב להרוויח בחזרה האמון שלך או בהזדהות עם האופן בו רמאותו הביאה אותך. סביר להניח כי העייפות שלו היא גם עייפות שאתה מרגיש, של הצורך לצפות בו כל הזמן. לא נוח כמו להתאים את האכזבה שהוא יעזוב אותך, את המצב שאתה מתאר נשמע שזה לא היה מספק עבור שניכם."
ארוסתי ואני נפרדנו. הוא רימה אותי פעמים רבות. המשכתי לסלוח אבל שאלתי את כל מהלך שלו. הוא התעייף ועזב.,"אם הוא כפי שרמה אותך פעמים רבות, זה לא בריא שתמשיך לראות אותו.  עם זאת לוקח זמן לרפא את הכאב שלך. אתה לא רובוט שיכול פשוט לכבות את הרגשות שלך.  אנא הקיפו את עצמכם באנשים שיכולים לתמוך ולהעצים אתכם."
ארוסתי ואני נפרדנו. הוא רימה אותי פעמים רבות. המשכתי לסלוח אבל שאלתי את כל מהלך שלו. הוא התעייף ועזב.,"יש תהליך מתאבל לאחר איבוד מערכת יחסים (או כל אובדן גדול אחר, כמו עבודה, בית וכו '). אחד הדברים שיש לקחת בחשבון הוא לתת לעצמך הזדמנות לעבור את משימות האבל: לקבל את מציאותו של לוססטו את התהליך של הכאב של האבל להתאים לעולם בלי שהאדם שרק הותיר קשר מתמשך עם אותו אדם ב אמצע היציאה לחיים חדשים. זה יכול להיות הרבה דברים, אבל זה יכול להיות להחזיק זיכרונות מסוימים כמו שלך. אתה עשוי למצוא גם דברים שגורמים לך להרגיש שמחה או נוחה. זה מועיל גם שיש אנשים שאתה יכול לדבר איתם על הרגשות שלך ואנשים שאולי יוכלו להכיר בדברים שאתה לא יכול לראות כרגע (כמו איך אתה כנה, מחויב לעבודה שלך, מאזין טוב וכו '. ). זה לוקח זמן. נסה להיות עדין עם עצמך."
"הייתי במערכת יחסים עם אישה במשך ארבע שנים. שנינו עשינו טעויות, אבל אני כן אוהב אותה.    היא עברה לגור עם גברת אחרת. אני חושב שהיא פשוט בוגדת בי כדי לגרום לי להתגעגע אליה. איך אוכל לגלות בוודאות?","האם בן הזוג לשעבר שלך עשה מאמצים להיות איתך בקשר כדי להפעיל מחדש את מערכת היחסים שלך? ממה שאתה מתאר, בן הזוג לשעבר שלך נמצא במערכת יחסים חדשה. זה אפשרי שמכיוון שאתה אוהב אותה ואתה רוצה להיות ביחד, שאתה מפרש לא נכון את הפעולות של בן זוגך לשעבר. אם תרצה לקבל יותר וודאות לגבי אם בן / בת הזוג לשעבר שלך בוגד או שמא היא שמחה להיות עם בן הזוג החדש, היא ליצור איתה קשר ולשאול אותה את שאלתך. טוב יותר הדרך עשויה להיות לקבל את רגשותיך העצובים היא עם מישהו אחר. מכיוון שהיא הייתה משמעותית עבורך, תכבד את העצב שאתה מרגיש ושהיחסים לא נמשכים כמו שאתה רוצה."
"ארוסתי לשעבר (שאני עדיין רואה) השאיר אותי בגלל הלחץ של שלוש בנותיו המתבגרות. הם רצו שהוא ינסה לעבוד את זה עם אמא שלהם (חברתו לשעבר של 20 שנה). הוא ואני התפצנו לפני שלושה חודשים, אבל אני רואה אותו די באופן קבוע למרות העובדה שהוא חי עם חברתו לשעבר וילדיו. הוא ""קיים יחד"" לילדים ונלחם כל הזמן עם חברתו לשעבר. בנותיו לא רוצות את אבא שלהן איתי מכיוון ששני הבנים שלי (מבוגרים בוגרים ובעצמם) היו בעלי מוניטין ובעיות גרועות עם סמים. בנותיו אומרות שזה מביך אותו להיות איתי. הוא ואני קיימנו מערכת יחסים מדהימה לחלוטין ולהתחבר לכל כך הרבה רמות. הוא מקבל לחץ רב ממשפחתו ומחבריו הוותיקים ""לעשות את הדבר הנכון"" ולהישאר עם חברתו לשעבר לילדים. הוא אומר שהוא רוצה שאחכה. התחתנו בשנה שעברה. הוא קנה לי שמלה של 1000 דולר, היו לנו הזמנות שהוצגו והכל הוקם, אבל אז הבנות שלו אמרו לו שלעולם לא ידברו איתו שוב אם יתחתן איתי. הוא אומר שהוא מנסה לתקן את מערכת היחסים שלו איתם.","שלום. נראה שאתה נמצא במערכת נסיבות שאינן נוחות מאוד עבורך. האם אתה מרגיש שהנסיבות הללו בריאים? האם אתה מוצא הנאה להיות במקום כזה של אי וודאות? מדוע אתה ממשיך להיות במצב זה? מבלי להתכוון להופיע שאולי חסר לי חמלה, יש לך אפשרות לעזוב את החיבור לחלוטין אם הפגיעה שהיא עושה היא יותר שההנאה שהיא מביאה לך. האם יש יתרון להיות במערכת יחסים זו? האם אתה רואה במצב זה לטובתך הגבוהה ביותר? האם בריא להיות מעורב במשהו שאינו סביר להניח שהוא בריא או שאולי אפילו ניתן לראות בו כבלתי מתפקד? למען האמת, רק אתה יכול להחליט את התשובות לשאלות חשובות מאוד אלה. הייתי ממליץ לך לחשוב על מי מרוויח על ידי היותך במצב זה, וכיצד תוכל למצוא אושר במערכות יחסים אחרות בריאות וחיוביות יותר. בהשקתי הקלינית על סמך מה שקראתי, מערכת היחסים הספציפית הזו אינה נושאת את השמחה שאני בטוח שאתה רוצה, וגם לא את האינטראקציות הבריאות שהיית מצפה במעורבות רומנטית פונקציונלית עם אדם אחר. פטיש את עצמך על פוטנציאל לבזבז כל הזמן ההמתנה כדי שהאדם האחר שיגיע לא ישמש מטרה חיובית. סביר להניח שזה רק יוריד את ההערכה העצמית שלך. יש זמן לחכות לראות איך הדברים מתפתחים, וזמן לעבור לחוויות אחרות. אתה זה שעושה את הבחירה הזו, אבל הייתי ממליץ לך להתחבר לעצמי הגבוה הפנימי שלך, לקבלת התשובה הכי ברורה. רוב הסיכויים שאתה כבר יודע את התשובה, אתה רק צריך לחבק אותה. יצירת קשר עם יועץ באזורך יכולה גם לעזור לחמוס כמה מהנושאים העמוקים יותר שאולי לא היית רגשת בנוח לבטא כאן."
"הייתי במערכת יחסים כבויה עם האיש הזה כמעט 3 שנים. למרות שאכפת לי ממנו, הוא ממשיך לפגוע בי.    הוא ואשתו הופרדו כשנפגשנו. עכשיו הוא עובר ממנה גירושין ממש קשה ומקדיש את זה ממש קשה. אני רוצה לסיים את הקשר הזה, אבל אני לא מרגיש שאני יכול. איך אוכל להרפות?","שלום, ותודה על שאלתך. ילד, סיום מערכות יחסים זה קשוח, לא? לפעמים זה קשה גם כשאנחנו בטוחים ב 100% שזה הדבר הנכון לעשות! אני הולך לתת לך כמה מהמחשבות שלי, ובתקווה שחלק מהקולגות יוסיפו כמה אחרים. אחד הדברים שאני רוצה לציין הוא ש""שחרור ""זה לא ממש דבר. במילים אחרות, זה לא באמת משהו שאתה יכול להושיט יד ולתפוס. זה יותר תהליך. אלה חדשות טובות, מכיוון שאתה לא בהכרח צריך להיות בסוף התהליך כדי לסיים מערכת יחסים לא בריאה. אנחנו רק צריכים לקבל שיש רגשות שעולים גם לאחר סיום היחסים. לדוגמה, מישהו יכול לסיים היום מערכת יחסים לא בריאה, אך אז יזכרו את התקופות הטובות במה שהיה יכול להיות ""יום השנה"" שלהם. זה יכול לגרום לאדם להיות עצוב מאוד. הם עשויים אפילו להתחרט על סיום היחסים לזמן מה. אם כן, חשוב שהאדם יזכיר לעצמו מדוע הקשר היה צריך להסתיים, וכי הוא בריא יותר בגלל זה. זה רלוונטי עבורך. קשה להתרחק ממערכת יחסים. אנו חוששים מכל מיני דברים, כולל להיות רווקים! לפעמים מועיל להשוות את מה שאתה יוצא מהקשר עם מה שאתה רוצה ממערכת יחסים. זה מועיל להיות כנה לגבי מה שוויתרנו על מערכת יחסים לא בריאה. זה בסדר להודות באופן לא בטוח לגבי סיום הדברים. זה בסדר לפחד. זה בסדר שיש רגעים של ספק ועצב יחד עם מקף אשמה. ואפילו עם כל זה, מישהו עדיין יכול לעזוב אם זה הדבר הבריא ביותר עבורם. הם יכולים לקבל עצב בהמשך, ועדיין לא לחזור. זה נשמע שאתה מרגיש אחראי לוודא שהוא בסדר בגלל הגירושין האלה. האמת היא שאין בהכרח זמן ""מושלם"" לסיים כל מערכת יחסים. לא תהיה כל ערובה שהוא יעשה טוב יותר לאחר הגירושין. לפעמים אי קבלת החלטות מדגישות אותנו הרבה יותר מאשר לקבל החלטה ולחיות עם ההשלכות, טוב ורע כאחד. יכול להיות שאתה נמצא בצומת דרכים. היה טוב..בובין J. Landwehr, DBH, LPC, NCC"
"הייתי במערכת יחסים כבויה עם האיש הזה כמעט 3 שנים. למרות שאכפת לי ממנו, הוא ממשיך לפגוע בי.    הוא ואשתו הופרדו כשנפגשנו. עכשיו הוא עובר ממנה גירושין ממש קשה ומקדיש את זה ממש קשה. אני רוצה לסיים את הקשר הזה, אבל אני לא מרגיש שאני יכול. איך אוכל להרפות?","תחילה החלט מה באמת תרצה במערכת היחסים הנוכחית. הבן את הסיבות שלך להישאר במערכת היחסים. שלוש שנים זה זמן משמעותי להיות מעורב עם מישהו.   לא משנה מה התקשרות שתרגישו כלפי האיש הזה היא עמוקה ומורכבת. בתוך ההחלטה לעזוב או לא לעזוב, שנה את שאלתך כדי להבין את סיפוקך וחוסר שביעות רצון מהגבר. חשוב גם הוא לומר לאיש את רגשותיך. מה הבעיה שאתה מרגיש עלולה להתבהר על ידי דיון מה מפריע לך. לפחות, אתה תיתן לבחור הזדמנות להראות עד כמה הוא מעוניין בפועל במתח שאתה מרגיש כרגע ו הרגשתי זמן מה."
"הייתי במערכת יחסים כמעט חמש שנים. היינו חברים כמה שנים לפני שנכנסנו למערכת יחסים. הוא היה בחור אכפתי, ידידותי ומקסים עד שלוש וחצי שנים פנימה. הוא התחיל לשלוט עלי: עם מי הסתובבתי, איפה הייתי בכל עת, והיה לו התאמה ענקית אם הייתי מנסה לשאול אותו אותן שאלות. כל הזמן הזה, הוא פשוט חיבב אותי כחבר ובגדי אותי עם החברים שלי כביכול. בסופו של דבר הוא היה אדם מגעיל ונרקיסיסטי. עכשיו קשה להיות חברתי.","נשמע שהיה לך חוויה מאוד מבלבלת וכואבת במערכת היחסים הזו, ועכשיו אתה מרגיש מהסס לתת לעצמך להתקרב לאנשים. ניתן להבין שכאשר אנו נפגעים במערכות יחסים, אנו עשויים להתקשות באמינות ולאפשר לעצמנו להיות פגיעים עם אחרים. טיפול תרפיה היא מקום נהדר לחקור את שורשי הקשיים הנוכחיים במערכות יחסים, לפרוק את מה שקרה במערכות יחסים קודמות, ולמקום מצא דרכים חדשות להופיע במערכות יחסים כדי שנוכל לקבל את האינטימיות הנינוחה שאנחנו רוצים. לעיתים קרובות, קשיי מערכות יחסים מייצגים דפוסים של התייחסות לכך שאנו לומדים בשלב מוקדם של החיים שאנו עשויים לחוש נאלצים לפעול מחוץ למודעות והטיפול שלנו מספקים הזדמנות להיות מודעים יותר לדפוסים אלה כדי שנוכל לשנות אותם, מה שמאפשר לנו להרגיש בטוחים ולחפש חברות מספקת."
"אנחנו לא ביחד, אבל אני עדיין עושה דברים בשבילו ואנחנו אינטימיים. הוא לא שם בשביל בנו.","לא שאלת שאלה ישירה מכיוון שאני מרגיש ממה שכתבת אתה כבר יודע את התשובה.  אני שונא להישמע קשה אבל אני מטפל שקורא לזה איך שאני רואה את זה כל כך סובל את עצמך ... תמיד תמשיך להיות בעיות עם לתת לאביו של ילדך ללכת כל עוד אתה: אל תאהב או לכבד את עצמך קודם. .. אל תאהב ולכבד את בנך ... אל תדרוש כבוד כאישה ואמא ... תוותר על הסחורה ללא קשר למה שהוא עושה בשבילך או בנך ... אל תחזיק את בנך כמו עדיפות בחיים שלך .... יש ערך עצמי של $ 1 וכו '. יש לי הרגשה שאתה אומר ... אני כן אוהב את הבן שלי ותחזיק אותו בראש סדר העדיפויות גם אם אתה לא עושה את זה בעצמך ... הייתי שואל ... האם מעשיך לאפשר חוסר כבוד כה עור ... אני רוצה את זה .... כי אני מרגיש שיש לך מצפון, רוצה לעשות טוב יותר, להכיר שאתה ובנך מגיע טוב יותר ואתה יכול לעשות טוב יותר.  האמינו בעצמכם ושאתם ובנכם רצו טוב יותר וזה מתחיל בכך שתציבו גבולות עם אביו.  אתה יכול לעשות את זה !!!"
"בעלי אמר לי בשנה שעברה שהוא מעולם לא אהב אותי ומעולם לא היה צריך להתחתן איתי. הוא דיבר על גירושין, אבל הוא לא הגיש. עכשיו יש לו חברה והוא נטש אותי ואת ילדיו. אין לו עזרה כספית, והוא יוצא מהבית כבר ארבעה חודשים. הוא התרגז מאוד ומרושע. הוא אומר שהכל אשמתי, ושאנחנו לא תואמים.",קשה לומר שמדובר בשלב משבר אמצע החיים .. יכול להיות ... אבל כל כך הרבה יותר נראה שהוא קורה או שהתרחש ואומר בביטחון שזה לא הרבה יותר.
"בעלי השתמש בהרבה מילים שליליות כדי לפגוע בי, ועברתי לצאת. הוא רואה יועץ ורוצה הזדמנות נוספת לעשות דברים נכון. אני לא בטוח אם אני סומך שהוא לא יחזור לדרכיו הישנות.","אני שמח שהוא רואה יועץ.  זה משהו שרוב הגברים נאבקים בו לפעמים.  הזמן יגיד אם מעשיו הם בעלי כוונות טובות.  עם זאת, זכור שאדם יכול לעשות לך רק את מה שאתה מאפשר לו לעשות במערכות יחסים.   איזה חלק שיחקת?  האם הורדת את חוסר הכבוד שלו בפעם אחת?  האם ויתרת על כוח הקול שלך?  האם איבדת את עצמך במערכת היחסים וזה הפך רק לצדו אחד?  האם אפשרת לו לגרום לך לפקפק בעצמך?   במילים אחרות, אם תחליט לתת לו הזדמנות נוספת, מה היית עושה שונה?  לא אומר שאתה האשמה או הגורם למילים השליליות בכלל, אך אל תאפשר חוסר כבוד כזה ממנו או מאף אחד אחר בעתיד.  אם אתה מחליט לנסות זאת נוסף, היכנס עם קול, עם דרישת הכבוד, עם הצרכים והרצונות שלך שבאו לידי ביטוי וצפוי.  עם עלייה בערך ובביטחון העצמי שלך, תדע מה לעשות אם מעשיו נכונים או אם בכוונות לא ישר.   פנה גם לייעוץ, אם אתה זקוק לתמיכה נוספת זו כדי למצוא את עצמי."
"החבר שלי לחברתי לשעבר ואני חיינו יחד. הוא ניהל רומן של שנתיים עם ילדה והיה איתה שלושה הריונות. האחת הייתה הפלה, אחרת הייתה הפלה ואז נולד לה את התינוק השלישי. הם לא ביחד, אבל הוא ממשיך ליצור איתי קשר ורוצה אותי בחזרה. אין לו מה להציע לי.","היי אטיקה, זו שאלה שאני חושב שהרבה אנשים מתמודדים איתה ... הם מרגישים בלבול מדוע הם לא יכולים לשכוח ממנה או להתגבר (או להפסיק להתחבר אליו) מישהו שהם בהחלט יודעים שהוא לא טוב להם. במקרה שלך, חלק מהבעיה הוא שהוא כל הזמן מנסה לחזור איתך. עבור אנשים מסוימים, בכנות, זה משחק ... לראות כמה כוח יש לך או שזה הצורך שלהם לשלוט בך. אם אינך רוצה קשר מאדם זה, חשוב באמת למסור לו הודעות ברורות על גבולות (""אל תפנה איתי קשר שוב"") ואז התעלם מכל התקשורת שלהם. כל אינטראקציות או תגובות ממך בכלל יאכילו את התנהגותם. הזכר לעצמך למה אתה לא רוצה להיות איתם. אני שומע אותך עושה את זה כבר כשאתה אומר ""אין לו מה להציע לי"". זה דיבור עצמי נהדר. אבל בואו נחזור לשאלה מדוע אנו מתקשים לשחרר אנשים כאלה. לפעמים זה בגלל שאנחנו עדיין מקווים שהם ישתנו. אולי אנו זוכרים מי הם היו או איך הם נהגו להתייחס אלינו, ואנחנו חושבים שזה יכול לחזור לאופן שבו זה הרגיש באותם ""ימים טובים"". הבעיה היא שבמשך השנים הראשונות, ככל שהאינטימיות גדלה, אנשים נוטים להראות יותר מי הם, לא פחות. אז מה שהם בסופו של דבר מראים לך זה מי הם ומה הם מסוגלים. אנשים אכן משתנים וצומחים, אבל זה לא יקרה בקצב שלך. קבל את אותו אדם על מי שהוא והפסיק לצפות ממנו ישתנו. סיבה נוספת שאיננו יכולים להרפות היא מכיוון שאנו מדמיינים את האקס שלנו עם מישהו חדש בעתיד ואנחנו תוהים אם הם יהיו אדם טוב יותר עבור בן הזוג הבא בחייו. זה נורמלי ... אבל לא בריא ... מחשבה. זה כאילו אנחנו רוצים שהם יישארו, אולי יתנצלו וירפא את הכאבים שלנו; אולי מפצה על טעויות בעבר. מגיע לך ריפוי זה, מגיע לך טוב יותר ממה שקיבלת, מגיע לך התנצלות, אבל לצפות שזה מהאדם שפגע בך ולא הוכיח שחמלה עדיין היא כנראה מטופשת. האמונה שלי היא שבבסיס חלק מהתרחישים לעיל היא האמונה העמוקה שעלינו איכשהו להיות אחראים לכאבים שהאקסיות שלנו גרמו. אם אתה מאשים את עצמך בדרך כלשהי בטיפול הגרוע של מישהו בך, אתה תרקוד מסביב לנסות לעשות דברים אחרת כדי שיוכלו להתייחס אליך טוב יותר. אי אפשר יהיה להרפות, מכיוון שאתה מאשים את עצמך בהתנהגויותיהם. האם שורה. ההתנהגויות שלהם עוסקות בהם, לא לך, והפתרון היחיד הוא לאתגר ולהפחית את המחשבות עליהם, וליצור מרחק פיזי ורגשי. דברים אלה בתוספת זמן יעזרו לאירועי העבר לדעוך מחשיבות."
"בעלי ואני נכנסנו לסכסוך ענק. הוא אמר שהוא רוצה גירושין, ויצאתי. אני עדיין חוזר הרבה הביתה ורואה את הילדים שלי, והוא עדיין לא הגיש את זה למרות שהוא עדיין אמר שהוא כן. מה המשמעות של זה לנישואינו?","בכל מערכת יחסים, כולל נישואין, כל אחד מבני הזוג יוכל לעשות טוב יותר את שלהם, על ידי הבנת האינטרסים והמשאלים שלהם. תרכזו יותר על מה תרצו מהנישואין שלך.  זה באופן טבעי יעלה את השאלות והקריטריונים של מה לדבר עם בעלך ועל מה לבקש ממנו. לחשוב אם אתה רוצה להתגרש או לא. מאז שהוא לא נקט בפעולה, לרגע, אתה יכול להניח הוא לא בטוח במה שהוא רוצה. ברגע שאתה מרגיש קצת יותר ברור על דעתך על הנישואים שלך, כולל תחושה לא בטוחה אם תרצה שזה יסיים או ימשיך, אז תוכל לומר לבעלך את ההצעות שיש לך לפתרון חומר המחלוקת ו רגשות. השאר לכיוון מחדש של הספקולציות שלך לגבי ""מה הוא רוצה"", ""אני תוהה מה הוא חושב"", בחזרה לענות על שאלות סבירות מאוד, על עצמך. זה יחזק את המטרה שלך כדי להבהיר היכן להתחיל ולהנחות דיון איתו. מזל טוב!"
"בעלי ואני נכנסנו לסכסוך ענק. הוא אמר שהוא רוצה גירושין, ויצאתי. אני עדיין חוזר הרבה הביתה ורואה את הילדים שלי, והוא עדיין לא הגיש את זה למרות שהוא עדיין אמר שהוא כן. מה המשמעות של זה לנישואינו?","במצבים כמו זה, ברוב המקרים הוא כנראה לא יתמלא בקרוב. זה יותר מהעובדה שהוא עדיין לא מוכן לתת את החיים האלה ... עכשיו אם בטח תלחץ עליו על זה אז כן, הוא בטח היה נכנע .. אבל אם זה כבר לא היה נושא גדול או משהו כזה אתם לא מדברים, ואז כרגע .. הכל באחוז."
"בשנת 2008 בעלי לשעבר בן 14 שנה התרחק מחיי ומאז נפרדנו. תמיד היינו ביחד מינית ושניהם חוו שינה עם אחרים. הפסקתי כי רציתי שהנישואים שלי יסתדרו אבל הוא לא עשה זאת. אם הוא מפסיק לישון עם נשים אחרות, האם ניתן להציל את נישואינו? או שעלינו פשוט לחלק דרכים? עדיין אכפת לי מאוד ממנו אחרי כל מה שעשיתי והוא עשה. אבל הוא רואה מישהו אחר לסירוגין כבר שנים. האם נישואינו עדיין יינצלו אם יחליט שהוא רוצה לנסות לעשות זאת?","מצטער לשמוע על הלחץ במערכת היחסים שלך.  יש ערך מוגדר להיות ברור כמוך, על ההשקעה הרגשית שלך בבעלך ושאתה מצפה ממנו בלעדיות מינית כחלק מהבסיס לנישואין שלך. חיובי גם הוא המודעות שלך שרק בעלך הוא זה שצריך באופן דומה להחליט על הסטנדרטים שלו להיות בלעדיים מינית לך, או לא יחד עם בעלך? אהבה וטיפול אינם מספיקים כדי לגרום לנישואין לעבוד. שותפים צריכים להיות מסוגלים להתפשר ולשתף פעולה זה עם זה. שאתה דואג לו בהחלט מעצים כל רגש שאתה מרגיש כלפי בעלך.  זה גם מעצים כל תסכול ועצב גם ביחס למערכת היחסים. הגש כמה עצב וכואב רגשי אתה מוכן לסבול והסיבה שאתה מוכן לעשות זאת. ממה שאתה כותב אתה נדיב מאוד מעצמך ולא להיות הוחזר לזה. אם בעלך לא מתחיל לנקוט בצעדים לקראת סיפוק רצונותיך, זה יכול להיות הזמן שלך להטיל ספק בנדיבותך בעצמך בהמתנה שהוא יעשה זאת."
אני ממשיך להתחנן שיחזור. אני כל כך לא מרוצה ממנו אבל כל כך מפחד להיות הורה יחיד לבנו. התעללתי כילדה קטנה וזה התעלל מאוד לגברים. מה עלי לעשות ...,"שינוי משמעותי מפחיד כמעט את כולם. אל תפחד כל כך מהפחד שלך שאתה נותן לעצמך להתחנן ומוכן לקבל אומללות כסטנדרט בנישואין שלך. אם אתה מתחיל לשקול שהחיים יכולים להיות טובים יותר ממה שעדכני עבורך עכשיו, אפשרויות ורעיונות חדשים יתחילו להתפתח בראש שלך. יש לשקול למצוא מטפל כך שיהיה לך מרחב פרטי לדבר בפירוט על הפחדים שלך והדרכים החדשות לראות את עצמך. יחסי טיפול, מכיוון שזה בטוח ותומך, יהיו טוב איזון להתעלל, סבל ולא מרוצה."
